id,source_type,source_name,url,title,score,num_comments,rank,published_at,author,permalink,fetched_at,language
45165186,social,HackerNews,https://news.ycombinator.com/,,142,254,83,,sien,https://news.ycombinator.com/item?id=45165186,2025-09-10T15:19:43.779509+00:00,en
45182111,social,HackerNews,https://news.ycombinator.com/,,410,442,84,,Anon84,https://news.ycombinator.com/item?id=45182111,2025-09-10T15:19:43.779670+00:00,en
45174297,social,HackerNews,https://news.ycombinator.com/,,480,117,85,,Sateeshm,https://news.ycombinator.com/item?id=45174297,2025-09-10T15:19:43.779827+00:00,en
45198948,social,HackerNews,https://news.ycombinator.com/,,3,0,86,,Michelangelo11,https://news.ycombinator.com/item?id=45198948,2025-09-10T15:19:43.779984+00:00,en
45142704,social,HackerNews,https://news.ycombinator.com/,,130,54,87,,ntnbr,https://news.ycombinator.com/item?id=45142704,2025-09-10T15:19:43.780141+00:00,en
45157232,social,HackerNews,https://news.ycombinator.com/,,29,3,88,,apatheticonion,https://news.ycombinator.com/item?id=45157232,2025-09-10T15:19:43.780297+00:00,en
45144129,social,HackerNews,https://news.ycombinator.com/,,84,27,89,,doener,https://news.ycombinator.com/item?id=45144129,2025-09-10T15:19:43.780453+00:00,en
45187449,social,HackerNews,https://news.ycombinator.com/,,50,7,90,,zac23or,https://news.ycombinator.com/item?id=45187449,2025-09-10T15:19:43.780610+00:00,en
45167625,social,HackerNews,https://news.ycombinator.com/,,175,290,91,,mooreds,https://news.ycombinator.com/item?id=45167625,2025-09-10T15:19:46.704609+00:00,en
45191768,social,HackerNews,https://news.ycombinator.com/,,10,0,92,,surprisetalk,https://news.ycombinator.com/item?id=45191768,2025-09-10T15:19:46.704805+00:00,en
45141907,social,HackerNews,https://news.ycombinator.com/,,232,89,93,,rbanffy,https://news.ycombinator.com/item?id=45141907,2025-09-10T15:19:46.704978+00:00,en
45184315,social,HackerNews,https://news.ycombinator.com/,,179,41,94,,JumpCrisscross,https://news.ycombinator.com/item?id=45184315,2025-09-10T15:19:46.705145+00:00,en
45194218,social,HackerNews,https://news.ycombinator.com/,,37,29,95,,Shank,https://news.ycombinator.com/item?id=45194218,2025-09-10T15:19:46.705310+00:00,en
45165684,social,HackerNews,https://news.ycombinator.com/,,550,205,96,,rzk,https://news.ycombinator.com/item?id=45165684,2025-09-10T15:19:46.705478+00:00,en
45158968,social,HackerNews,https://news.ycombinator.com/,,1006,487,97,,leephillips,https://news.ycombinator.com/item?id=45158968,2025-09-10T15:19:46.705642+00:00,en
45185394,social,HackerNews,https://news.ycombinator.com/,,78,171,98,,surprisetalk,https://news.ycombinator.com/item?id=45185394,2025-09-10T15:19:46.705807+00:00,en
45143019,social,HackerNews,https://news.ycombinator.com/,,29,5,99,,benbreen,https://news.ycombinator.com/item?id=45143019,2025-09-10T15:19:46.705972+00:00,en
45143927,social,HackerNews,https://news.ycombinator.com/,,82,28,100,,vitalnodo,https://news.ycombinator.com/item?id=45143927,2025-09-10T15:19:46.706135+00:00,en
45186904,social,HackerNews,https://news.ycombinator.com/,,32,9,101,,mceoin,https://news.ycombinator.com/item?id=45186904,2025-09-10T15:19:46.706295+00:00,en
45198044,social,HackerNews,https://news.ycombinator.com/,,6,3,102,,thm,https://news.ycombinator.com/item?id=45198044,2025-09-10T15:19:46.706456+00:00,en
45167394,social,HackerNews,https://news.ycombinator.com/,,111,209,103,,gingerBill,https://news.ycombinator.com/item?id=45167394,2025-09-10T15:19:46.706615+00:00,en
45187841,social,HackerNews,https://news.ycombinator.com/,,90,72,104,,andrew_lastmile,https://news.ycombinator.com/item?id=45187841,2025-09-10T15:19:46.706777+00:00,en
45180353,social,HackerNews,https://news.ycombinator.com/,,45,86,105,,kiyanwang,https://news.ycombinator.com/item?id=45180353,2025-09-10T15:19:46.706936+00:00,en
45191969,social,HackerNews,https://news.ycombinator.com/,,9,2,106,,soared,https://news.ycombinator.com/item?id=45191969,2025-09-10T15:19:46.707099+00:00,en
45168953,social,HackerNews,https://news.ycombinator.com/,,380,258,107,,frontsideair,https://news.ycombinator.com/item?id=45168953,2025-09-10T15:19:46.707261+00:00,en
45169657,social,HackerNews,https://news.ycombinator.com/,,1332,745,108,,universesquid,https://news.ycombinator.com/item?id=45169657,2025-09-10T15:19:46.707425+00:00,en
45163362,social,HackerNews,https://news.ycombinator.com/,,902,304,109,,dmitrybrant,https://news.ycombinator.com/item?id=45163362,2025-09-10T15:19:46.707585+00:00,en
45181094,social,HackerNews,https://news.ycombinator.com/,,193,156,110,,bhouston,https://news.ycombinator.com/item?id=45181094,2025-09-10T15:19:46.707746+00:00,en
45182372,social,HackerNews,https://news.ycombinator.com/,,751,635,111,,toomuchtodo,https://news.ycombinator.com/item?id=45182372,2025-09-10T15:19:46.707904+00:00,en
45198033,social,HackerNews,https://news.ycombinator.com/,,44,111,112,,cratermoon,https://news.ycombinator.com/item?id=45198033,2025-09-10T15:19:46.708067+00:00,en
45176401,social,HackerNews,https://news.ycombinator.com/,,66,19,113,,maxbond,https://news.ycombinator.com/item?id=45176401,2025-09-10T15:19:46.708238+00:00,en
45192720,social,HackerNews,https://news.ycombinator.com/,,5,0,114,,wmf,https://news.ycombinator.com/item?id=45192720,2025-09-10T15:19:46.708399+00:00,en
45188114,social,HackerNews,https://news.ycombinator.com/,,120,86,115,,jonfelsar,https://news.ycombinator.com/item?id=45188114,2025-09-10T15:19:46.708559+00:00,en
45172609,social,HackerNews,https://news.ycombinator.com/,,205,403,116,,mikece,https://news.ycombinator.com/item?id=45172609,2025-09-10T15:19:46.708716+00:00,en
45181626,social,HackerNews,https://news.ycombinator.com/,,129,95,117,,gnabgib,https://news.ycombinator.com/item?id=45181626,2025-09-10T15:19:46.708877+00:00,en
45191859,social,HackerNews,https://news.ycombinator.com/,,167,176,118,,strict9,https://news.ycombinator.com/item?id=45191859,2025-09-10T15:19:46.709036+00:00,en
45187778,social,HackerNews,https://news.ycombinator.com/,,44,4,119,,navigate8310,https://news.ycombinator.com/item?id=45187778,2025-09-10T15:19:46.709195+00:00,en
45187687,social,HackerNews,https://news.ycombinator.com/,,174,68,120,,JumpCrisscross,https://news.ycombinator.com/item?id=45187687,2025-09-10T15:19:46.709355+00:00,en
45174221,social,HackerNews,https://news.ycombinator.com/,,340,181,121,,mdhb,https://news.ycombinator.com/item?id=45174221,2025-09-10T15:19:50.331131+00:00,en
45188982,social,HackerNews,https://news.ycombinator.com/,,73,40,122,,Bogdanp,https://news.ycombinator.com/item?id=45188982,2025-09-10T15:19:50.331314+00:00,en
45144470,social,HackerNews,https://news.ycombinator.com/,,56,50,123,,jeena,https://news.ycombinator.com/item?id=45144470,2025-09-10T15:19:50.331477+00:00,en
45169275,social,HackerNews,https://news.ycombinator.com/,,266,246,124,,jerrythegerbil,https://news.ycombinator.com/item?id=45169275,2025-09-10T15:19:50.331638+00:00,en
45169624,social,HackerNews,https://news.ycombinator.com/,,272,119,125,,Fendy,https://news.ycombinator.com/item?id=45169624,2025-09-10T15:19:50.331799+00:00,en
45175628,social,HackerNews,https://news.ycombinator.com/,,243,205,126,,onecommentman,https://news.ycombinator.com/item?id=45175628,2025-09-10T15:19:50.331958+00:00,en
45142845,social,HackerNews,https://news.ycombinator.com/,,34,0,127,,todsacerdoti,https://news.ycombinator.com/item?id=45142845,2025-09-10T15:19:50.332114+00:00,en
45194341,social,HackerNews,https://news.ycombinator.com/,,33,13,128,,HeyMeco,https://news.ycombinator.com/item?id=45194341,2025-09-10T15:19:50.332269+00:00,en
45186044,social,HackerNews,https://news.ycombinator.com/,,94,87,129,,meetpateltech,https://news.ycombinator.com/item?id=45186044,2025-09-10T15:19:50.332428+00:00,en
45174037,social,HackerNews,https://news.ycombinator.com/,,183,340,130,,theahura,https://news.ycombinator.com/item?id=45174037,2025-09-10T15:19:50.332585+00:00,en
45166750,social,HackerNews,https://news.ycombinator.com/,,306,180,131,,vidyesh,https://news.ycombinator.com/item?id=45166750,2025-09-10T15:19:50.332741+00:00,en
45140281,social,HackerNews,https://news.ycombinator.com/,,63,33,132,,lermontov,https://news.ycombinator.com/item?id=45140281,2025-09-10T15:19:50.332897+00:00,en
45144758,social,HackerNews,https://news.ycombinator.com/,,158,156,133,,firexcy,https://news.ycombinator.com/item?id=45144758,2025-09-10T15:19:50.333053+00:00,en
45189816,social,HackerNews,https://news.ycombinator.com/,,39,7,134,,01-_-,https://news.ycombinator.com/item?id=45189816,2025-09-10T15:19:50.333210+00:00,en
45186484,social,HackerNews,https://news.ycombinator.com/,,33,1,135,,arunc,https://news.ycombinator.com/item?id=45186484,2025-09-10T15:19:50.333366+00:00,en
45176206,social,HackerNews,https://news.ycombinator.com/,,600,368,136,,LorenDB,https://news.ycombinator.com/item?id=45176206,2025-09-10T15:19:50.333523+00:00,en
45168854,social,HackerNews,https://news.ycombinator.com/,,214,419,137,,ksec,https://news.ycombinator.com/item?id=45168854,2025-09-10T15:19:50.333677+00:00,en
45174125,social,HackerNews,https://news.ycombinator.com/,,190,129,138,,oldfuture,https://news.ycombinator.com/item?id=45174125,2025-09-10T15:19:50.333835+00:00,en
45141809,social,HackerNews,https://news.ycombinator.com/,,73,21,139,,naves,https://news.ycombinator.com/item?id=45141809,2025-09-10T15:19:50.333990+00:00,en
45170087,social,HackerNews,https://news.ycombinator.com/,,263,179,140,,pykello,https://news.ycombinator.com/item?id=45170087,2025-09-10T15:19:50.334145+00:00,en
45124560,social,HackerNews,https://news.ycombinator.com/,,121,44,141,,robin_reala,https://news.ycombinator.com/item?id=45124560,2025-09-10T15:19:50.334298+00:00,en
45185995,social,HackerNews,https://news.ycombinator.com/,,17,0,142,,jose_zap,https://news.ycombinator.com/item?id=45185995,2025-09-10T15:19:50.334457+00:00,en
45152252,social,HackerNews,https://news.ycombinator.com/,,48,44,143,,marojejian,https://news.ycombinator.com/item?id=45152252,2025-09-10T15:19:50.334614+00:00,en
45174724,social,HackerNews,https://news.ycombinator.com/,,58,38,144,,Eikon,https://news.ycombinator.com/item?id=45174724,2025-09-10T15:19:50.334769+00:00,en
45142885,social,HackerNews,https://news.ycombinator.com/,,977,734,145,,acomjean,https://news.ycombinator.com/item?id=45142885,2025-09-10T15:19:50.334924+00:00,en
45138695,social,HackerNews,https://news.ycombinator.com/,,179,71,146,,lordleft,https://news.ycombinator.com/item?id=45138695,2025-09-10T15:19:50.335080+00:00,en
45155682,social,HackerNews,https://news.ycombinator.com/,,221,58,147,,pykello,https://news.ycombinator.com/item?id=45155682,2025-09-10T15:19:50.335234+00:00,en
45186160,social,HackerNews,https://news.ycombinator.com/,,42,21,148,,brandonb,https://news.ycombinator.com/item?id=45186160,2025-09-10T15:19:50.335388+00:00,en
45172376,social,HackerNews,https://news.ycombinator.com/,,72,3,149,,ionychal,https://news.ycombinator.com/item?id=45172376,2025-09-10T15:19:50.335544+00:00,en
45167401,social,HackerNews,https://news.ycombinator.com/,,253,40,150,,ashvardanian,https://news.ycombinator.com/item?id=45167401,2025-09-10T15:19:50.335700+00:00,en
45169892,social,HackerNews,https://news.ycombinator.com/,,153,77,151,,jandrewrogers,https://news.ycombinator.com/item?id=45169892,2025-09-10T15:19:54.125993+00:00,en
45152284,social,HackerNews,https://news.ycombinator.com/,,356,255,152,,simonw,https://news.ycombinator.com/item?id=45152284,2025-09-10T15:19:54.126203+00:00,en
45187408,social,HackerNews,https://news.ycombinator.com/,,8,0,153,,_mu,https://news.ycombinator.com/item?id=45187408,2025-09-10T15:19:54.126395+00:00,en
45167459,social,HackerNews,https://news.ycombinator.com/,,108,65,154,,jnord,https://news.ycombinator.com/item?id=45167459,2025-09-10T15:19:54.126583+00:00,en
45145638,social,HackerNews,https://news.ycombinator.com/,,19,10,155,,hhs,https://news.ycombinator.com/item?id=45145638,2025-09-10T15:19:54.126768+00:00,en
45194201,social,HackerNews,https://news.ycombinator.com/,,12,11,156,,mindracer,https://news.ycombinator.com/item?id=45194201,2025-09-10T15:19:54.126953+00:00,en
45134404,social,HackerNews,https://news.ycombinator.com/,,35,4,157,,NaOH,https://news.ycombinator.com/item?id=45134404,2025-09-10T15:19:54.127141+00:00,en
45163043,social,HackerNews,https://news.ycombinator.com/,,349,476,158,,MaxLeiter,https://news.ycombinator.com/item?id=45163043,2025-09-10T15:19:54.127326+00:00,en
45130433,social,HackerNews,https://news.ycombinator.com/,,66,80,159,,akkartik,https://news.ycombinator.com/item?id=45130433,2025-09-10T15:19:54.127514+00:00,en
45152402,social,HackerNews,https://news.ycombinator.com/,,197,79,160,,protagonist_hn,https://news.ycombinator.com/item?id=45152402,2025-09-10T15:19:54.127701+00:00,en
45169286,social,HackerNews,https://news.ycombinator.com/,,96,66,161,,eustoria,https://news.ycombinator.com/item?id=45169286,2025-09-10T15:19:54.127881+00:00,en
45144123,social,HackerNews,https://news.ycombinator.com/,,166,407,162,,randycupertino,https://news.ycombinator.com/item?id=45144123,2025-09-10T15:19:54.128063+00:00,en
45185268,social,HackerNews,https://news.ycombinator.com/,,31,2,163,,gm678,https://news.ycombinator.com/item?id=45185268,2025-09-10T15:19:54.128242+00:00,en
45119310,social,HackerNews,https://news.ycombinator.com/,,99,28,164,,zdw,https://news.ycombinator.com/item?id=45119310,2025-09-10T15:19:54.128422+00:00,en
45185150,social,HackerNews,https://news.ycombinator.com/,,5,0,165,,castano-ludicon,https://news.ycombinator.com/item?id=45185150,2025-09-10T15:19:54.128581+00:00,en
45189058,social,HackerNews,https://news.ycombinator.com/,,5,0,166,,ciconia,https://news.ycombinator.com/item?id=45189058,2025-09-10T15:19:54.128740+00:00,en
45155986,social,HackerNews,https://news.ycombinator.com/,,340,358,167,,secure,https://news.ycombinator.com/item?id=45155986,2025-09-10T15:19:54.128898+00:00,en
45137584,social,HackerNews,https://news.ycombinator.com/,,50,2,168,,tomsonj,https://news.ycombinator.com/item?id=45137584,2025-09-10T15:19:54.129056+00:00,en
45177507,social,HackerNews,https://news.ycombinator.com/,,23,5,169,,luu,https://news.ycombinator.com/item?id=45177507,2025-09-10T15:19:54.129213+00:00,en
45140695,social,HackerNews,https://news.ycombinator.com/,,39,117,170,,cs702,https://news.ycombinator.com/item?id=45140695,2025-09-10T15:19:54.129371+00:00,en
45162626,social,HackerNews,https://news.ycombinator.com/,,206,264,171,,qwytw,https://news.ycombinator.com/item?id=45162626,2025-09-10T15:19:54.129532+00:00,en
45139656,social,HackerNews,https://news.ycombinator.com/,,242,305,172,,b-man,https://news.ycombinator.com/item?id=45139656,2025-09-10T15:19:54.129694+00:00,en
45134144,social,HackerNews,https://news.ycombinator.com/,,56,13,173,,walterbell,https://news.ycombinator.com/item?id=45134144,2025-09-10T15:19:54.129851+00:00,en
45160774,social,HackerNews,https://news.ycombinator.com/,,248,54,174,,xk3,https://news.ycombinator.com/item?id=45160774,2025-09-10T15:19:54.130007+00:00,en
45184907,social,HackerNews,https://news.ycombinator.com/,,34,8,175,,PaulHoule,https://news.ycombinator.com/item?id=45184907,2025-09-10T15:19:54.130163+00:00,en
45167534,social,HackerNews,https://news.ycombinator.com/,,161,116,176,,FergusArgyll,https://news.ycombinator.com/item?id=45167534,2025-09-10T15:19:54.130321+00:00,en
45192302,social,HackerNews,https://news.ycombinator.com/,,9,2,177,,voisin,https://news.ycombinator.com/item?id=45192302,2025-09-10T15:19:54.130477+00:00,en
45155877,social,HackerNews,https://news.ycombinator.com/,,103,85,178,,andsoitis,https://news.ycombinator.com/item?id=45155877,2025-09-10T15:19:54.130633+00:00,en
45154857,social,HackerNews,https://news.ycombinator.com/,,142,41,179,,ccheshirecat,https://news.ycombinator.com/item?id=45154857,2025-09-10T15:19:54.130787+00:00,en
45161816,social,HackerNews,https://news.ycombinator.com/,,221,155,180,,vinnyglennon,https://news.ycombinator.com/item?id=45161816,2025-09-10T15:19:54.130945+00:00,en
45131091,social,HackerNews,https://news.ycombinator.com/,,47,20,181,,todsacerdoti,https://news.ycombinator.com/item?id=45131091,2025-09-10T15:19:56.420149+00:00,en
45185576,social,HackerNews,https://news.ycombinator.com/,,43,4,182,,geox,https://news.ycombinator.com/item?id=45185576,2025-09-10T15:19:56.420326+00:00,en
45158814,social,HackerNews,https://news.ycombinator.com/,,111,39,183,,ripe,https://news.ycombinator.com/item?id=45158814,2025-09-10T15:19:56.420488+00:00,en
45176580,social,HackerNews,https://news.ycombinator.com/,,18,10,184,,aratahikaru5,https://news.ycombinator.com/item?id=45176580,2025-09-10T15:19:56.420650+00:00,en
45186730,social,HackerNews,https://news.ycombinator.com/,,3,0,185,,0xggus,https://news.ycombinator.com/item?id=45186730,2025-09-10T15:19:56.420813+00:00,en
45187856,social,HackerNews,https://news.ycombinator.com/,,20,0,186,,enz,https://news.ycombinator.com/item?id=45187856,2025-09-10T15:19:56.420973+00:00,en
45165885,social,HackerNews,https://news.ycombinator.com/,,58,63,187,,kiyanwang,https://news.ycombinator.com/item?id=45165885,2025-09-10T15:19:56.421135+00:00,en
45174033,social,HackerNews,https://news.ycombinator.com/,,26,1,188,,Henry3,https://news.ycombinator.com/item?id=45174033,2025-09-10T15:19:56.421295+00:00,en
45187386,social,HackerNews,https://news.ycombinator.com/,,92,75,189,,colonCapitalDee,https://news.ycombinator.com/item?id=45187386,2025-09-10T15:19:56.421454+00:00,en
45152779,social,HackerNews,https://news.ycombinator.com/,,368,60,190,,defrost,https://news.ycombinator.com/item?id=45152779,2025-09-10T15:19:56.421613+00:00,en
45193566,social,HackerNews,https://news.ycombinator.com/,,23,1,191,,macleginn,https://news.ycombinator.com/item?id=45193566,2025-09-10T15:19:56.421769+00:00,en
45171481,social,HackerNews,https://news.ycombinator.com/,,19,2,192,,PaulHoule,https://news.ycombinator.com/item?id=45171481,2025-09-10T15:19:56.421925+00:00,en
45169798,social,HackerNews,https://news.ycombinator.com/,,106,32,193,,Brajeshwar,https://news.ycombinator.com/item?id=45169798,2025-09-10T15:19:56.422082+00:00,en
45162368,social,HackerNews,https://news.ycombinator.com/,,55,8,194,,Sean-Der,https://news.ycombinator.com/item?id=45162368,2025-09-10T15:19:56.422237+00:00,en
45173277,social,HackerNews,https://news.ycombinator.com/,,768,249,195,,Improvement,https://news.ycombinator.com/item?id=45173277,2025-09-10T15:19:56.422392+00:00,en
45110311,social,HackerNews,https://news.ycombinator.com/,,605,119,196,,gpjt,https://news.ycombinator.com/item?id=45110311,2025-09-10T15:19:56.422546+00:00,en
45189242,social,HackerNews,https://news.ycombinator.com/,,27,14,197,,avonmach,https://news.ycombinator.com/item?id=45189242,2025-09-10T15:19:56.422699+00:00,en
45188069,social,HackerNews,https://news.ycombinator.com/,,31,14,198,,ta12653421,https://news.ycombinator.com/item?id=45188069,2025-09-10T15:19:56.422853+00:00,en
45175815,social,HackerNews,https://news.ycombinator.com/,,24,2,199,,davidbarker,https://news.ycombinator.com/item?id=45175815,2025-09-10T15:19:56.423006+00:00,en
45184163,social,HackerNews,https://news.ycombinator.com/,,27,1,200,,feross,https://news.ycombinator.com/item?id=45184163,2025-09-10T15:19:56.423160+00:00,en
45157778,social,HackerNews,https://news.ycombinator.com/,,28,8,201,,xrd,https://news.ycombinator.com/item?id=45157778,2025-09-10T15:19:56.423306+00:00,en
45185546,social,HackerNews,https://news.ycombinator.com/,,4,0,202,,attakei,https://news.ycombinator.com/item?id=45185546,2025-09-10T15:19:56.423460+00:00,en
45154609,social,HackerNews,https://news.ycombinator.com/,,998,316,203,,mitchivin,https://news.ycombinator.com/item?id=45154609,2025-09-10T15:19:56.423617+00:00,en
45185464,social,HackerNews,https://news.ycombinator.com/,,9,4,204,,notorandit,https://news.ycombinator.com/item?id=45185464,2025-09-10T15:19:56.423773+00:00,en
45193159,social,HackerNews,https://news.ycombinator.com/,,4,0,205,,palmfacehn,https://news.ycombinator.com/item?id=45193159,2025-09-10T15:19:56.423927+00:00,en
45152066,social,HackerNews,https://news.ycombinator.com/,,403,175,206,,notmine1337,https://news.ycombinator.com/item?id=45152066,2025-09-10T15:19:56.424082+00:00,en
45151598,social,HackerNews,https://news.ycombinator.com/,,117,63,207,,tanelpoder,https://news.ycombinator.com/item?id=45151598,2025-09-10T15:19:56.424237+00:00,en
45188910,social,HackerNews,https://news.ycombinator.com/,,17,1,208,,kPwn,https://news.ycombinator.com/item?id=45188910,2025-09-10T15:19:56.424392+00:00,en
45118286,social,HackerNews,https://news.ycombinator.com/,,243,236,209,,mgh2,https://news.ycombinator.com/item?id=45118286,2025-09-10T15:19:56.424547+00:00,en
45195608,social,HackerNews,https://news.ycombinator.com/,,12,2,210,,danielam,https://news.ycombinator.com/item?id=45195608,2025-09-10T15:19:56.424701+00:00,en
45106011,social,HackerNews,https://news.ycombinator.com/,,576,677,211,,natalie3p,https://news.ycombinator.com/item?id=45106011,2025-09-10T15:20:00.291113+00:00,en
45192238,social,HackerNews,https://news.ycombinator.com/,,13,7,212,,t0lo,https://news.ycombinator.com/item?id=45192238,2025-09-10T15:20:00.291301+00:00,en
45184871,social,HackerNews,https://news.ycombinator.com/,,3,0,213,,Twixes,https://news.ycombinator.com/item?id=45184871,2025-09-10T15:20:00.291482+00:00,en
45167705,social,HackerNews,https://news.ycombinator.com/,,504,343,214,,mdhb,https://news.ycombinator.com/item?id=45167705,2025-09-10T15:20:00.291653+00:00,en
45123328,social,HackerNews,https://news.ycombinator.com/,,68,40,215,,pantsuits,https://news.ycombinator.com/item?id=45123328,2025-09-10T15:20:00.291817+00:00,en
45182857,social,HackerNews,https://news.ycombinator.com/,,20,2,216,,wahnfrieden,https://news.ycombinator.com/item?id=45182857,2025-09-10T15:20:00.291980+00:00,en
45182163,social,HackerNews,https://news.ycombinator.com/,,19,5,217,,WoodenChair,https://news.ycombinator.com/item?id=45182163,2025-09-10T15:20:00.292144+00:00,en
45184508,social,HackerNews,https://news.ycombinator.com/,,4,0,218,,opsconjurer,https://news.ycombinator.com/item?id=45184508,2025-09-10T15:20:00.292314+00:00,en
45168823,social,HackerNews,https://news.ycombinator.com/,,22,2,219,,robin_reala,https://news.ycombinator.com/item?id=45168823,2025-09-10T15:20:00.292477+00:00,en
45165415,social,HackerNews,https://news.ycombinator.com/,,20,5,220,,cemdervis,https://news.ycombinator.com/item?id=45165415,2025-09-10T15:20:00.292638+00:00,en
45156826,social,HackerNews,https://news.ycombinator.com/,,261,97,221,,kreyenborgi,https://news.ycombinator.com/item?id=45156826,2025-09-10T15:20:00.292802+00:00,en
45162803,social,HackerNews,https://news.ycombinator.com/,,243,120,222,,zdw,https://news.ycombinator.com/item?id=45162803,2025-09-10T15:20:00.292963+00:00,en
45137772,social,HackerNews,https://news.ycombinator.com/,,78,52,223,,eso_eso,https://news.ycombinator.com/item?id=45137772,2025-09-10T15:20:00.293123+00:00,en
45106132,social,HackerNews,https://news.ycombinator.com/,,79,121,224,,nablags,https://news.ycombinator.com/item?id=45106132,2025-09-10T15:20:00.293286+00:00,en
45173984,social,HackerNews,https://news.ycombinator.com/,,21,8,225,,ahussain,https://news.ycombinator.com/item?id=45173984,2025-09-10T15:20:00.293444+00:00,en
45195543,social,HackerNews,https://news.ycombinator.com/,,21,51,226,,jamessmithe,https://news.ycombinator.com/item?id=45195543,2025-09-10T15:20:00.293594+00:00,en
45188749,social,HackerNews,https://news.ycombinator.com/,,15,2,227,,toomuchtodo,https://news.ycombinator.com/item?id=45188749,2025-09-10T15:20:00.293753+00:00,en
45175588,social,HackerNews,https://news.ycombinator.com/,,261,312,228,,nabla9,https://news.ycombinator.com/item?id=45175588,2025-09-10T15:20:00.293912+00:00,en
45142970,social,HackerNews,https://news.ycombinator.com/,,15,0,229,,vogr,https://news.ycombinator.com/item?id=45142970,2025-09-10T15:20:00.294072+00:00,en
45186050,social,HackerNews,https://news.ycombinator.com/,,17,6,230,,manveerc,https://news.ycombinator.com/item?id=45186050,2025-09-10T15:20:00.294236+00:00,en
45193140,social,HackerNews,https://news.ycombinator.com/,,7,1,231,,lordhumphrey,https://news.ycombinator.com/item?id=45193140,2025-09-10T15:20:00.294400+00:00,en
45148237,social,HackerNews,https://news.ycombinator.com/,,347,161,232,,b4rtazz,https://news.ycombinator.com/item?id=45148237,2025-09-10T15:20:00.294562+00:00,en
45144900,social,HackerNews,https://news.ycombinator.com/,,512,644,233,,MilnerRoute,https://news.ycombinator.com/item?id=45144900,2025-09-10T15:20:00.294719+00:00,en
45187762,social,HackerNews,https://news.ycombinator.com/,,12,4,234,,wiry,https://news.ycombinator.com/item?id=45187762,2025-09-10T15:20:00.294879+00:00,en
45186190,social,HackerNews,https://news.ycombinator.com/,,18,2,235,,ryzvonusef,https://news.ycombinator.com/item?id=45186190,2025-09-10T15:20:00.295036+00:00,en
45172337,social,HackerNews,https://news.ycombinator.com/,,82,56,236,,kayaroberts,https://news.ycombinator.com/item?id=45172337,2025-09-10T15:20:00.295198+00:00,en
45132488,social,HackerNews,https://news.ycombinator.com/,,205,82,237,,whatisabcdefgh,https://news.ycombinator.com/item?id=45132488,2025-09-10T15:20:00.295359+00:00,en
45124003,social,HackerNews,https://news.ycombinator.com/,,1078,374,238,,MaxLeiter,https://news.ycombinator.com/item?id=45124003,2025-09-10T15:20:00.295519+00:00,en
45149281,social,HackerNews,https://news.ycombinator.com/,,599,220,239,,mustaphah,https://news.ycombinator.com/item?id=45149281,2025-09-10T15:20:00.295678+00:00,en
45147385,social,HackerNews,https://news.ycombinator.com/,,271,225,240,,simianwords,https://news.ycombinator.com/item?id=45147385,2025-09-10T15:20:00.295838+00:00,en
45135263,social,HackerNews,https://news.ycombinator.com/,,163,72,241,,loumf,https://news.ycombinator.com/item?id=45135263,2025-09-10T15:20:03.897959+00:00,en
45140921,social,HackerNews,https://news.ycombinator.com/,,176,23,242,,zachdive,https://news.ycombinator.com/item?id=45140921,2025-09-10T15:20:03.898139+00:00,en
45189965,social,HackerNews,https://news.ycombinator.com/,,124,97,243,,Varun08,https://news.ycombinator.com/item?id=45189965,2025-09-10T15:20:03.898306+00:00,en
45185335,social,HackerNews,https://news.ycombinator.com/,,23,9,244,,makaimc,https://news.ycombinator.com/item?id=45185335,2025-09-10T15:20:03.898470+00:00,en
45148944,social,HackerNews,https://news.ycombinator.com/,,424,216,245,,BobDaHacker,https://news.ycombinator.com/item?id=45148944,2025-09-10T15:20:03.898635+00:00,en
45113531,social,HackerNews,https://news.ycombinator.com/,,78,20,246,,alexmolas,https://news.ycombinator.com/item?id=45113531,2025-09-10T15:20:03.898796+00:00,en
45185168,social,HackerNews,https://news.ycombinator.com/,,23,0,247,,rntn,https://news.ycombinator.com/item?id=45185168,2025-09-10T15:20:03.898952+00:00,en
45181535,social,HackerNews,https://news.ycombinator.com/,,20,4,248,,ghub-mmulet,https://news.ycombinator.com/item?id=45181535,2025-09-10T15:20:03.899111+00:00,en
45139088,social,HackerNews,https://news.ycombinator.com/,,540,133,249,,jakelazaroff,https://news.ycombinator.com/item?id=45139088,2025-09-10T15:20:03.899268+00:00,en
45129507,social,HackerNews,https://news.ycombinator.com/,,101,20,250,,officerk,https://news.ycombinator.com/item?id=45129507,2025-09-10T15:20:03.899426+00:00,en
45195496,social,HackerNews,https://news.ycombinator.com/,,12,0,251,,saubeidl,https://news.ycombinator.com/item?id=45195496,2025-09-10T15:20:03.899587+00:00,en
45140786,social,HackerNews,https://news.ycombinator.com/,,157,296,252,,jaredwiener,https://news.ycombinator.com/item?id=45140786,2025-09-10T15:20:03.899744+00:00,en
45190957,social,HackerNews,https://news.ycombinator.com/,,8,1,253,,giuliomagnifico,https://news.ycombinator.com/item?id=45190957,2025-09-10T15:20:03.899901+00:00,en
45191988,social,HackerNews,https://news.ycombinator.com/,,5,0,254,,arunc,https://news.ycombinator.com/item?id=45191988,2025-09-10T15:20:03.900057+00:00,en
