id,rank,title,url,score,comments,permalink,fetched_at,lang,clean,token_count
45166750,132,,,306,180 comments,https://news.ycombinator.com/item?id=45166750,2025-09-10T15:24:02.437080+00:00,tl,nan,1
45140281,133,,,63,33 comments,https://news.ycombinator.com/item?id=45140281,2025-09-10T15:24:02.437203+00:00,tl,nan,1
45144758,134,,,158,156 comments,https://news.ycombinator.com/item?id=45144758,2025-09-10T15:24:02.437328+00:00,tl,nan,1
45189816,135,,,39,7 comments,https://news.ycombinator.com/item?id=45189816,2025-09-10T15:24:02.437454+00:00,tl,nan,1
45186484,136,,,33,1 comment,https://news.ycombinator.com/item?id=45186484,2025-09-10T15:24:02.437579+00:00,tl,nan,1
45176206,137,,,600,368 comments,https://news.ycombinator.com/item?id=45176206,2025-09-10T15:24:02.437704+00:00,tl,nan,1
45168854,138,,,214,419 comments,https://news.ycombinator.com/item?id=45168854,2025-09-10T15:24:02.437828+00:00,tl,nan,1
45174125,139,,,190,129 comments,https://news.ycombinator.com/item?id=45174125,2025-09-10T15:24:02.437952+00:00,tl,nan,1
45141809,140,,,73,21 comments,https://news.ycombinator.com/item?id=45141809,2025-09-10T15:24:02.438078+00:00,tl,nan,1
45170087,141,,,263,179 comments,https://news.ycombinator.com/item?id=45170087,2025-09-10T15:24:02.438203+00:00,tl,nan,1
45124560,142,,,121,44 comments,https://news.ycombinator.com/item?id=45124560,2025-09-10T15:24:02.438327+00:00,tl,nan,1
45185995,143,,,17,discuss,https://news.ycombinator.com/item?id=45185995,2025-09-10T15:24:02.438450+00:00,tl,nan,1
45152252,144,,,48,44 comments,https://news.ycombinator.com/item?id=45152252,2025-09-10T15:24:02.438573+00:00,tl,nan,1
45174724,145,,,58,38 comments,https://news.ycombinator.com/item?id=45174724,2025-09-10T15:24:02.438696+00:00,tl,nan,1
45142885,146,,,977,734 comments,https://news.ycombinator.com/item?id=45142885,2025-09-10T15:24:02.438824+00:00,tl,nan,1
45138695,147,,,179,71 comments,https://news.ycombinator.com/item?id=45138695,2025-09-10T15:24:02.438949+00:00,tl,nan,1
45155682,148,,,221,58 comments,https://news.ycombinator.com/item?id=45155682,2025-09-10T15:24:02.439073+00:00,tl,nan,1
45186160,149,,,42,21 comments,https://news.ycombinator.com/item?id=45186160,2025-09-10T15:24:02.439196+00:00,tl,nan,1
45172376,150,,,72,3 comments,https://news.ycombinator.com/item?id=45172376,2025-09-10T15:24:02.439320+00:00,tl,nan,1
45167401,151,,,253,40 comments,https://news.ycombinator.com/item?id=45167401,2025-09-10T15:24:06.852065+00:00,tl,nan,1
45169892,152,,,153,77 comments,https://news.ycombinator.com/item?id=45169892,2025-09-10T15:24:06.852243+00:00,tl,nan,1
45152284,153,,,356,255 comments,https://news.ycombinator.com/item?id=45152284,2025-09-10T15:24:06.852398+00:00,tl,nan,1
45187408,154,,,8,discuss,https://news.ycombinator.com/item?id=45187408,2025-09-10T15:24:06.852552+00:00,tl,nan,1
45167459,155,,,108,65 comments,https://news.ycombinator.com/item?id=45167459,2025-09-10T15:24:06.852706+00:00,tl,nan,1
45145638,156,,,19,10 comments,https://news.ycombinator.com/item?id=45145638,2025-09-10T15:24:06.852857+00:00,tl,nan,1
45194201,157,,,12,11 comments,https://news.ycombinator.com/item?id=45194201,2025-09-10T15:24:06.853005+00:00,tl,nan,1
45134404,158,,,35,4 comments,https://news.ycombinator.com/item?id=45134404,2025-09-10T15:24:06.853152+00:00,tl,nan,1
45163043,159,,,350,476 comments,https://news.ycombinator.com/item?id=45163043,2025-09-10T15:24:06.853300+00:00,tl,nan,1
45130433,160,,,66,80 comments,https://news.ycombinator.com/item?id=45130433,2025-09-10T15:24:06.853444+00:00,tl,nan,1
45152402,161,,,197,79 comments,https://news.ycombinator.com/item?id=45152402,2025-09-10T15:24:06.853590+00:00,tl,nan,1
45169286,162,,,96,66 comments,https://news.ycombinator.com/item?id=45169286,2025-09-10T15:24:06.853735+00:00,tl,nan,1
45144123,163,,,166,407 comments,https://news.ycombinator.com/item?id=45144123,2025-09-10T15:24:06.853881+00:00,tl,nan,1
45185268,164,,,31,2 comments,https://news.ycombinator.com/item?id=45185268,2025-09-10T15:24:06.854025+00:00,tl,nan,1
45119310,165,,,99,28 comments,https://news.ycombinator.com/item?id=45119310,2025-09-10T15:24:06.854170+00:00,tl,nan,1
45185150,166,,,5,discuss,https://news.ycombinator.com/item?id=45185150,2025-09-10T15:24:06.854314+00:00,tl,nan,1
45155986,167,,,340,358 comments,https://news.ycombinator.com/item?id=45155986,2025-09-10T15:24:06.854458+00:00,tl,nan,1
45189058,168,,,5,discuss,https://news.ycombinator.com/item?id=45189058,2025-09-10T15:24:06.854600+00:00,tl,nan,1
45137584,169,,,50,2 comments,https://news.ycombinator.com/item?id=45137584,2025-09-10T15:24:06.854743+00:00,tl,nan,1
45177507,170,,,23,5 comments,https://news.ycombinator.com/item?id=45177507,2025-09-10T15:24:06.854884+00:00,tl,nan,1
45140695,171,,,39,117 comments,https://news.ycombinator.com/item?id=45140695,2025-09-10T15:24:06.855025+00:00,tl,nan,1
45162626,172,,,206,264 comments,https://news.ycombinator.com/item?id=45162626,2025-09-10T15:24:06.855166+00:00,tl,nan,1
45139656,173,,,242,305 comments,https://news.ycombinator.com/item?id=45139656,2025-09-10T15:24:06.855308+00:00,tl,nan,1
45134144,174,,,56,13 comments,https://news.ycombinator.com/item?id=45134144,2025-09-10T15:24:06.855450+00:00,tl,nan,1
45160774,175,,,248,54 comments,https://news.ycombinator.com/item?id=45160774,2025-09-10T15:24:06.855595+00:00,tl,nan,1
45184907,176,,,34,8 comments,https://news.ycombinator.com/item?id=45184907,2025-09-10T15:24:06.855739+00:00,tl,nan,1
45167534,177,,,161,116 comments,https://news.ycombinator.com/item?id=45167534,2025-09-10T15:24:06.855882+00:00,tl,nan,1
45155877,178,,,103,85 comments,https://news.ycombinator.com/item?id=45155877,2025-09-10T15:24:06.856025+00:00,tl,nan,1
45192302,179,,,9,2 comments,https://news.ycombinator.com/item?id=45192302,2025-09-10T15:24:06.856168+00:00,tl,nan,1
45154857,180,,,142,41 comments,https://news.ycombinator.com/item?id=45154857,2025-09-10T15:24:06.856310+00:00,tl,nan,1
45131091,181,,,47,20 comments,https://news.ycombinator.com/item?id=45131091,2025-09-10T15:24:10.379267+00:00,tl,nan,1
45185576,182,,,43,4 comments,https://news.ycombinator.com/item?id=45185576,2025-09-10T15:24:10.379467+00:00,tl,nan,1
45158814,183,,,111,39 comments,https://news.ycombinator.com/item?id=45158814,2025-09-10T15:24:10.379646+00:00,tl,nan,1
45176580,184,,,18,10 comments,https://news.ycombinator.com/item?id=45176580,2025-09-10T15:24:10.379819+00:00,tl,nan,1
45186730,185,,,3,discuss,https://news.ycombinator.com/item?id=45186730,2025-09-10T15:24:10.379973+00:00,tl,nan,1
45165885,186,,,58,63 comments,https://news.ycombinator.com/item?id=45165885,2025-09-10T15:24:10.380122+00:00,tl,nan,1
45187856,187,,,20,discuss,https://news.ycombinator.com/item?id=45187856,2025-09-10T15:24:10.380270+00:00,tl,nan,1
45174033,188,,,26,1 comment,https://news.ycombinator.com/item?id=45174033,2025-09-10T15:24:10.380416+00:00,tl,nan,1
45187386,189,,,92,75 comments,https://news.ycombinator.com/item?id=45187386,2025-09-10T15:24:10.380561+00:00,tl,nan,1
45152779,190,,,368,60 comments,https://news.ycombinator.com/item?id=45152779,2025-09-10T15:24:10.380708+00:00,tl,nan,1
45193566,191,,,23,1 comment,https://news.ycombinator.com/item?id=45193566,2025-09-10T15:24:10.380855+00:00,tl,nan,1
45171481,192,,,19,2 comments,https://news.ycombinator.com/item?id=45171481,2025-09-10T15:24:10.380999+00:00,tl,nan,1
45169798,193,,,106,32 comments,https://news.ycombinator.com/item?id=45169798,2025-09-10T15:24:10.381143+00:00,tl,nan,1
45162368,194,,,55,8 comments,https://news.ycombinator.com/item?id=45162368,2025-09-10T15:24:10.381287+00:00,tl,nan,1
45173277,195,,,768,249 comments,https://news.ycombinator.com/item?id=45173277,2025-09-10T15:24:10.381430+00:00,tl,nan,1
45110311,196,,,605,119 comments,https://news.ycombinator.com/item?id=45110311,2025-09-10T15:24:10.381576+00:00,tl,nan,1
45189242,197,,,27,14 comments,https://news.ycombinator.com/item?id=45189242,2025-09-10T15:24:10.381727+00:00,tl,nan,1
45188069,198,,,31,14 comments,https://news.ycombinator.com/item?id=45188069,2025-09-10T15:24:10.381877+00:00,tl,nan,1
45175815,199,,,24,2 comments,https://news.ycombinator.com/item?id=45175815,2025-09-10T15:24:10.382021+00:00,tl,nan,1
45184163,200,,,27,1 comment,https://news.ycombinator.com/item?id=45184163,2025-09-10T15:24:10.382164+00:00,tl,nan,1
45157778,201,,,28,8 comments,https://news.ycombinator.com/item?id=45157778,2025-09-10T15:24:10.382297+00:00,tl,nan,1
45185546,202,,,4,discuss,https://news.ycombinator.com/item?id=45185546,2025-09-10T15:24:10.382440+00:00,tl,nan,1
45154609,203,,,998,316 comments,https://news.ycombinator.com/item?id=45154609,2025-09-10T15:24:10.382582+00:00,tl,nan,1
45185464,204,,,9,4 comments,https://news.ycombinator.com/item?id=45185464,2025-09-10T15:24:10.382724+00:00,tl,nan,1
45152066,205,,,403,175 comments,https://news.ycombinator.com/item?id=45152066,2025-09-10T15:24:10.382865+00:00,tl,nan,1
45193159,206,,,4,discuss,https://news.ycombinator.com/item?id=45193159,2025-09-10T15:24:10.383008+00:00,tl,nan,1
45151598,207,,,117,63 comments,https://news.ycombinator.com/item?id=45151598,2025-09-10T15:24:10.383148+00:00,tl,nan,1
45188910,208,,,17,1 comment,https://news.ycombinator.com/item?id=45188910,2025-09-10T15:24:10.383288+00:00,tl,nan,1
45118286,209,,,243,236 comments,https://news.ycombinator.com/item?id=45118286,2025-09-10T15:24:10.383437+00:00,tl,nan,1
45106011,210,,,576,677 comments,https://news.ycombinator.com/item?id=45106011,2025-09-10T15:24:10.383585+00:00,tl,nan,1
45106011,211,,,576,677 comments,https://news.ycombinator.com/item?id=45106011,2025-09-10T15:24:13.734775+00:00,tl,nan,1
45192238,212,,,13,7 comments,https://news.ycombinator.com/item?id=45192238,2025-09-10T15:24:13.734933+00:00,tl,nan,1
45195608,213,,,12,2 comments,https://news.ycombinator.com/item?id=45195608,2025-09-10T15:24:13.735067+00:00,tl,nan,1
45184871,214,,,3,discuss,https://news.ycombinator.com/item?id=45184871,2025-09-10T15:24:13.735201+00:00,tl,nan,1
45167705,215,,,504,343 comments,https://news.ycombinator.com/item?id=45167705,2025-09-10T15:24:13.735332+00:00,tl,nan,1
45123328,216,,,68,40 comments,https://news.ycombinator.com/item?id=45123328,2025-09-10T15:24:13.735461+00:00,tl,nan,1
45182857,217,,,20,2 comments,https://news.ycombinator.com/item?id=45182857,2025-09-10T15:24:13.735587+00:00,tl,nan,1
45182163,218,,,19,5 comments,https://news.ycombinator.com/item?id=45182163,2025-09-10T15:24:13.735715+00:00,tl,nan,1
45184508,219,,,4,discuss,https://news.ycombinator.com/item?id=45184508,2025-09-10T15:24:13.735841+00:00,tl,nan,1
45168823,220,,,22,2 comments,https://news.ycombinator.com/item?id=45168823,2025-09-10T15:24:13.735965+00:00,tl,nan,1
45165415,221,,,20,5 comments,https://news.ycombinator.com/item?id=45165415,2025-09-10T15:24:13.736090+00:00,tl,nan,1
45156826,222,,,261,97 comments,https://news.ycombinator.com/item?id=45156826,2025-09-10T15:24:13.736217+00:00,tl,nan,1
45162803,223,,,243,120 comments,https://news.ycombinator.com/item?id=45162803,2025-09-10T15:24:13.736342+00:00,tl,nan,1
45137772,224,,,78,52 comments,https://news.ycombinator.com/item?id=45137772,2025-09-10T15:24:13.736466+00:00,tl,nan,1
45106132,225,,,79,121 comments,https://news.ycombinator.com/item?id=45106132,2025-09-10T15:24:13.736591+00:00,tl,nan,1
45173984,226,,,21,8 comments,https://news.ycombinator.com/item?id=45173984,2025-09-10T15:24:13.736716+00:00,tl,nan,1
45175588,227,,,261,312 comments,https://news.ycombinator.com/item?id=45175588,2025-09-10T15:24:13.736840+00:00,tl,nan,1
45188749,228,,,15,2 comments,https://news.ycombinator.com/item?id=45188749,2025-09-10T15:24:13.736963+00:00,tl,nan,1
45142970,229,,,15,discuss,https://news.ycombinator.com/item?id=45142970,2025-09-10T15:24:13.737086+00:00,tl,nan,1
45195543,230,,,21,51 comments,https://news.ycombinator.com/item?id=45195543,2025-09-10T15:24:13.737199+00:00,tl,nan,1
45186050,231,,,17,6 comments,https://news.ycombinator.com/item?id=45186050,2025-09-10T15:24:13.737323+00:00,tl,nan,1
45193140,232,,,7,1 comment,https://news.ycombinator.com/item?id=45193140,2025-09-10T15:24:13.737447+00:00,tl,nan,1
45148237,233,,,347,161 comments,https://news.ycombinator.com/item?id=45148237,2025-09-10T15:24:13.737572+00:00,tl,nan,1
45144900,234,,,512,644 comments,https://news.ycombinator.com/item?id=45144900,2025-09-10T15:24:13.737696+00:00,tl,nan,1
45187762,235,,,12,4 comments,https://news.ycombinator.com/item?id=45187762,2025-09-10T15:24:13.737820+00:00,tl,nan,1
45186190,236,,,18,2 comments,https://news.ycombinator.com/item?id=45186190,2025-09-10T15:24:13.737943+00:00,tl,nan,1
45172337,237,,,82,56 comments,https://news.ycombinator.com/item?id=45172337,2025-09-10T15:24:13.738068+00:00,tl,nan,1
45132488,238,,,205,82 comments,https://news.ycombinator.com/item?id=45132488,2025-09-10T15:24:13.738190+00:00,tl,nan,1
45124003,239,,,1078,374 comments,https://news.ycombinator.com/item?id=45124003,2025-09-10T15:24:13.738312+00:00,tl,nan,1
45149281,240,,,599,220 comments,https://news.ycombinator.com/item?id=45149281,2025-09-10T15:24:13.738436+00:00,tl,nan,1
45147385,241,,,271,225 comments,https://news.ycombinator.com/item?id=45147385,2025-09-10T15:24:16.985322+00:00,tl,nan,1
45135263,242,,,163,72 comments,https://news.ycombinator.com/item?id=45135263,2025-09-10T15:24:16.985462+00:00,tl,nan,1
45140921,243,,,176,23 comments,https://news.ycombinator.com/item?id=45140921,2025-09-10T15:24:16.985593+00:00,tl,nan,1
45189965,244,,,124,97 comments,https://news.ycombinator.com/item?id=45189965,2025-09-10T15:24:16.985724+00:00,tl,nan,1
45148944,245,,,424,216 comments,https://news.ycombinator.com/item?id=45148944,2025-09-10T15:24:16.985852+00:00,tl,nan,1
45185335,246,,,23,9 comments,https://news.ycombinator.com/item?id=45185335,2025-09-10T15:24:16.985981+00:00,tl,nan,1
45113531,247,,,78,20 comments,https://news.ycombinator.com/item?id=45113531,2025-09-10T15:24:16.986109+00:00,tl,nan,1
45185168,248,,,23,discuss,https://news.ycombinator.com/item?id=45185168,2025-09-10T15:24:16.986239+00:00,tl,nan,1
45139088,249,,,540,133 comments,https://news.ycombinator.com/item?id=45139088,2025-09-10T15:24:16.986364+00:00,tl,nan,1
45129507,250,,,101,20 comments,https://news.ycombinator.com/item?id=45129507,2025-09-10T15:24:16.986489+00:00,tl,nan,1
45140786,251,,,157,296 comments,https://news.ycombinator.com/item?id=45140786,2025-09-10T15:24:16.986616+00:00,tl,nan,1
45190957,252,,,8,1 comment,https://news.ycombinator.com/item?id=45190957,2025-09-10T15:24:16.986742+00:00,tl,nan,1
45191988,253,,,5,discuss,https://news.ycombinator.com/item?id=45191988,2025-09-10T15:24:16.986869+00:00,tl,nan,1
45195496,254,,,12,discuss,https://news.ycombinator.com/item?id=45195496,2025-09-10T15:24:16.986995+00:00,tl,nan,1
45169157,255,,,128,114 comments,https://news.ycombinator.com/item?id=45169157,2025-09-10T15:24:16.987119+00:00,tl,nan,1
45174696,256,,,58,30 comments,https://news.ycombinator.com/item?id=45174696,2025-09-10T15:24:16.987244+00:00,tl,nan,1
45135623,257,,,146,148 comments,https://news.ycombinator.com/item?id=45135623,2025-09-10T15:24:16.987369+00:00,tl,nan,1
45193061,258,,,4,2 comments,https://news.ycombinator.com/item?id=45193061,2025-09-10T15:24:16.987493+00:00,tl,nan,1
45109927,259,,,205,179 comments,https://news.ycombinator.com/item?id=45109927,2025-09-10T15:24:16.987616+00:00,tl,nan,1
45157906,260,,,223,76 comments,https://news.ycombinator.com/item?id=45157906,2025-09-10T15:24:16.987739+00:00,tl,nan,1
45162501,261,,,161,111 comments,https://news.ycombinator.com/item?id=45162501,2025-09-10T15:24:16.987868+00:00,tl,nan,1
45173872,262,,,17,discuss,https://news.ycombinator.com/item?id=45173872,2025-09-10T15:24:16.987990+00:00,tl,nan,1
45195398,263,,,6,2 comments,https://news.ycombinator.com/item?id=45195398,2025-09-10T15:24:16.988112+00:00,tl,nan,1
45144392,264,,,14,3 comments,https://news.ycombinator.com/item?id=45144392,2025-09-10T15:24:16.988235+00:00,tl,nan,1
45152940,265,,,283,87 comments,https://news.ycombinator.com/item?id=45152940,2025-09-10T15:24:16.988358+00:00,tl,nan,1
45157110,266,,,612,481 comments,https://news.ycombinator.com/item?id=45157110,2025-09-10T15:24:16.988481+00:00,tl,nan,1
45176491,267,,,80,70 comments,https://news.ycombinator.com/item?id=45176491,2025-09-10T15:24:16.988604+00:00,tl,nan,1
45143347,268,,,101,88 comments,https://news.ycombinator.com/item?id=45143347,2025-09-10T15:24:16.988727+00:00,tl,nan,1
45113181,269,,,83,3 comments,https://news.ycombinator.com/item?id=45113181,2025-09-10T15:24:16.988851+00:00,tl,nan,1
45121010,270,,,184,38 comments,https://news.ycombinator.com/item?id=45121010,2025-09-10T15:24:16.988975+00:00,tl,nan,1
45176009,271,,,9,2 comments,https://news.ycombinator.com/item?id=45176009,2025-09-10T15:24:20.895855+00:00,tl,nan,1
45193402,272,,,36,28 comments,https://news.ycombinator.com/item?id=45193402,2025-09-10T15:24:20.896036+00:00,tl,nan,1
45181207,273,,,24,discuss,https://news.ycombinator.com/item?id=45181207,2025-09-10T15:24:20.896192+00:00,tl,nan,1
45136728,274,,,140,108 comments,https://news.ycombinator.com/item?id=45136728,2025-09-10T15:24:20.896344+00:00,tl,nan,1
45136103,275,,,468,669 comments,https://news.ycombinator.com/item?id=45136103,2025-09-10T15:24:20.896499+00:00,tl,nan,1
45175786,276,,,6,discuss,https://news.ycombinator.com/item?id=45175786,2025-09-10T15:24:20.896649+00:00,tl,nan,1
45154501,277,,,194,188 comments,https://news.ycombinator.com/item?id=45154501,2025-09-10T15:24:20.896802+00:00,tl,nan,1
45129085,278,,,801,1064 comments,https://news.ycombinator.com/item?id=45129085,2025-09-10T15:24:20.896953+00:00,tl,nan,1
45175665,279,,,5,discuss,https://news.ycombinator.com/item?id=45175665,2025-09-10T15:24:20.897105+00:00,tl,nan,1
45161855,280,,,371,107 comments,https://news.ycombinator.com/item?id=45161855,2025-09-10T15:24:20.897255+00:00,tl,nan,1
45177526,281,,,8,discuss,https://news.ycombinator.com/item?id=45177526,2025-09-10T15:24:20.897407+00:00,tl,nan,1
45186117,282,,,13,5 comments,https://news.ycombinator.com/item?id=45186117,2025-09-10T15:24:20.897555+00:00,tl,nan,1
45152374,283,,,234,204 comments,https://news.ycombinator.com/item?id=45152374,2025-09-10T15:24:20.897703+00:00,tl,nan,1
45153428,284,,,41,10 comments,https://news.ycombinator.com/item?id=45153428,2025-09-10T15:24:20.897850+00:00,tl,nan,1
45187932,285,,,17,discuss,https://news.ycombinator.com/item?id=45187932,2025-09-10T15:24:20.897996+00:00,tl,nan,1
45192729,286,,,6,1 comment,https://news.ycombinator.com/item?id=45192729,2025-09-10T15:24:20.898134+00:00,tl,nan,1
45189845,287,,,21,3 comments,https://news.ycombinator.com/item?id=45189845,2025-09-10T15:24:20.898261+00:00,tl,nan,1
45135061,288,,,117,127 comments,https://news.ycombinator.com/item?id=45135061,2025-09-10T15:24:20.898394+00:00,tl,nan,1
45123034,289,,,183,92 comments,https://news.ycombinator.com/item?id=45123034,2025-09-10T15:24:20.898522+00:00,tl,nan,1
45191320,290,,,8,1 comment,https://news.ycombinator.com/item?id=45191320,2025-09-10T15:24:20.898647+00:00,tl,nan,1
45130260,291,,,638,46 comments,https://news.ycombinator.com/item?id=45130260,2025-09-10T15:24:20.898775+00:00,tl,nan,1
45174979,292,,,12,discuss,https://news.ycombinator.com/item?id=45174979,2025-09-10T15:24:20.898902+00:00,tl,nan,1
45120381,293,,,37,7 comments,https://news.ycombinator.com/item?id=45120381,2025-09-10T15:24:20.899029+00:00,tl,nan,1
45179756,294,,,11,discuss,https://news.ycombinator.com/item?id=45179756,2025-09-10T15:24:20.899168+00:00,tl,nan,1
45189432,295,,,9,1 comment,https://news.ycombinator.com/item?id=45189432,2025-09-10T15:24:20.899295+00:00,tl,nan,1
45161229,296,,,80,98 comments,https://news.ycombinator.com/item?id=45161229,2025-09-10T15:24:20.899423+00:00,tl,nan,1
45174541,297,,,16,discuss,https://news.ycombinator.com/item?id=45174541,2025-09-10T15:24:20.899550+00:00,tl,nan,1
45090553,298,,,168,55 comments,https://news.ycombinator.com/item?id=45090553,2025-09-10T15:24:20.899677+00:00,tl,nan,1
45112720,299,,,279,177 comments,https://news.ycombinator.com/item?id=45112720,2025-09-10T15:24:20.899804+00:00,tl,nan,1
45099681,300,,,79,20 comments,https://news.ycombinator.com/item?id=45099681,2025-09-10T15:24:20.899928+00:00,tl,nan,1
